1,637.391000,720
2,515.510000,784
3,519.503000,848
4,506.516000,912
5,498.527000,976
6,494.531000,1040
7,497.527000,1104
8,454.569000,1168
9,502.519000,1232
10,497.528000,1296
11,505.518000,1360
12,504.520000,1424
13,500.526000,1488
14,497.526000,1552
15,494.531000,1616
16,495.529000,1680
17,508.518000,1744
18,498.529000,1808
19,497.525000,1872
20,500.525000,1936
21,478.549000,2000
22,558.479000,2064
23,545.480000,2128
24,523.505000,2192
25,502.526000,2256
26,505.522000,2320
27,507.521000,2384
28,507.518000,2448
29,505.521000,2512
30,509.516000,2576
31,506.519000,2640
32,500.528000,2704
33,498.527000,2768
34,504.525000,2832
35,506.519000,2896
36,502.523000,2960
37,501.525000,3024
38,521.508000,3088
39,456.571000,3152
40,459.570000,3216
41,526.502000,3280
42,516.510000,3344
43,511.515000,3408
44,507.523000,3472
45,469.561000,3536
46,518.510000,3600
47,466.564000,3664
48,518.510000,3728
49,463.568000,3792
50,456.570000,3856
51,523.508000,3920
52,459.571000,3984
53,453.574000,4048
54,452.576000,4112
55,455.575000,4176
56,462.566000,4240
57,474.558000,4304
58,511.520000,4368
59,520.511000,4432
60,514.520000,4496
61,502.532000,4560
62,532.498000,4624
63,526.504000,4688
64,507.523000,4752
65,520.511000,4816
66,461.569000,4880
67,457.573000,4944
68,484.547000,5008
69,452.580000,5072
70,509.525000,5136
71,542.489000,5200
72,516.512000,5264
73,530.503000,5328
74,524.509000,5392
75,528.505000,5456
76,522.508000,5520
77,518.512000,5584
78,525.509000,5648
79,515.517000,5712
80,531.506000,5776
81,565.495000,5840
82,511.524000,5904
83,511.524000,5968
84,460.571000,6032
85,458.573000,6096
86,455.576000,6160
87,456.579000,6224
88,449.582000,6288
89,459.575000,6352
90,531.503000,6416
91,505.531000,6480
92,515.521000,6544
93,483.553000,6608
94,502.515000,6672
95,525.512000,6736
96,527.505000,6800
97,521.512000,6864
98,496.541000,6928
99,576.458000,6992
100,518.518000,7056
101,514.521000,7120
102,502.533000,7184
103,511.526000,7248
104,511.522000,7312
105,457.578000,7376
106,461.576000,7440
107,456.577000,7504
108,458.575000,7568
109,463.573000,7632
110,491.544000,7696
111,470.569000,7760
112,503.536000,7824
113,465.573000,7888
114,474.564000,7952
115,464.574000,8016
116,464.574000,8080
117,465.574000,8144
118,496.542000,8208
119,469.569000,8272
120,463.577000,8336
121,495.544000,8400
122,500.541000,8464
123,463.576000,8528
124,467.570000,8592
125,466.570000,8656
126,464.577000,8720
127,469.572000,8784
128,475.566000,8848
129,470.565000,8912
130,507.531000,8976
131,489.550000,9040
132,465.571000,9104
133,471.566000,9168
134,460.579000,9232
135,464.577000,9296
136,466.575000,9360
137,459.579000,9424
138,472.571000,9488
139,502.535000,9552
140,463.574000,9616
141,498.540000,9680
142,467.577000,9744
143,473.567000,9808
144,465.575000,9872
145,463.579000,9936
146,471.569000,10000
147,518.538000,10064
148,651.395000,10128
149,644.417000,10192
150,782.264000,10256
151,582.463000,10320
152,541.502000,10384
153,547.494000,10448
154,539.507000,10512
155,554.486000,10576
156,582.465000,10640
157,543.501000,10704
158,531.514000,10768
159,515.531000,10832
160,623.422000,10896
161,560.482000,10960
162,672.393000,11024
163,649.414000,11088
164,688.357000,11152
165,561.488000,11216
166,527.521000,11280
167,644.435000,11344
168,807.264000,11408
169,913.159000,11472
170,652.394000,11536
171,694.359000,11600
172,680.375000,11664
173,731.322000,11728
174,667.385000,11792
175,552.490000,11856
176,504.539000,11920
177,492.553000,11984
178,534.509000,12048
179,530.512000,12112
180,525.521000,12176
181,536.512000,12240
182,612.440000,12304
183,581.466000,12368
184,534.512000,12432
185,517.525000,12496
186,561.482000,12560
187,554.492000,12624
188,539.510000,12688
189,528.521000,12752
190,516.531000,12816
191,506.542000,12880
192,481.565000,12944
193,528.521000,13008
194,520.527000,13072
195,528.522000,13136
196,539.511000,13200
197,561.489000,13264
198,534.514000,13328
199,528.522000,13392
200,554.497000,13456
201,545.502000,13520
202,536.515000,13584
203,493.564000,13648
204,783.277000,13712
205,576.472000,13776
206,494.553000,13840
207,494.554000,13904
208,478.572000,13968
209,492.559000,14032
210,507.544000,14096
211,503.547000,14160
212,474.576000,14224
213,502.551000,14288
214,539.511000,14352
215,535.512000,14416
216,541.508000,14480
217,539.513000,14544
218,553.497000,14608
219,540.512000,14672
220,528.520000,14736
221,483.567000,14800
222,474.575000,14864
223,500.551000,14928
224,721.337000,14992
225,509.539000,15056
226,488.560000,15120
227,483.567000,15184
228,522.532000,15248
229,480.570000,15312
230,485.567000,15376
231,477.574000,15440
232,478.576000,15504
233,515.535000,15568
234,477.576000,15632
235,473.578000,15696
236,478.572000,15760
237,496.559000,15824
238,474.576000,15888
239,480.573000,15952
240,477.575000,16016
241,473.579000,16080
242,542.510000,16144
243,484.567000,16208
244,523.528000,16272
245,476.577000,16336
246,476.574000,16400
247,501.554000,16464
248,485.571000,16528
249,490.562000,16592
250,484.573000,16656
251,530.522000,16720
252,495.562000,16784
253,533.524000,16848
254,491.562000,16912
255,483.571000,16976
256,485.571000,17040
257,490.567000,17104
258,558.500000,17168
259,537.516000,17232
260,549.506000,17296
261,543.510000,17360
262,511.543000,17424
263,554.505000,17488
264,534.522000,17552
265,549.508000,17616
266,497.560000,17680
267,508.571000,17744
268,583.472000,17808
269,506.550000,17872
270,505.555000,17936
271,546.512000,18000
272,555.502000,18064
273,537.520000,18128
274,543.513000,18192
275,500.555000,18256
276,546.512000,18320
277,550.508000,18384
278,491.568000,18448
279,489.570000,18512
280,539.517000,18576
281,535.519000,18640
282,537.519000,18704
283,536.523000,18768
284,557.502000,18832
285,550.512000,18896
286,539.518000,18960
287,538.522000,19024
288,523.534000,19088
289,522.536000,19152
290,518.539000,19216
291,493.568000,19280
292,479.578000,19344
293,495.570000,19408
294,632.435000,19472
295,705.376000,19536
296,750.314000,19600
297,737.348000,19664
298,676.406000,19728
299,582.476000,19792
300,569.496000,19856
301,588.471000,19920
302,563.497000,19984
303,531.529000,20048
304,596.498000,20112
305,555.506000,20176
306,573.490000,20240
307,541.517000,20304
308,540.527000,20368
